name,artist,description,public_private,server,date,num,img
missing texture,crubleigh,"magenta and black checker pattern, built entirely on a sloped plot",public,Arch,01/19/2020,90,arch/90.png
11s,crubleigh,"meme cards, all but the 11 of hearts were created at the time of the cards themselves, the 11 of hearts was then commissioned by Rubiks to complete the set",public,Arch,01/20/2020,91,arch/91.png
Lucifer,crubleigh,comission for HidanIsHere,public,Arch,02/08/2020,92,arch/92.png
ゴゴ,crubleigh,is that a jojo reference,public,Arch,03/13/2020,93,arch/93.png
Gun Spin (no not like that),crubleigh,"First ""animated"" spin map on minewind",public,Arch,03/13/2020,94,arch/94.png
Tehm,crubleigh,comission by temh,public,Arch,05/08/2020,95,arch/95.png
Dev's ass,N/A,a picture of Retrodev's ass,public,Arch,N/A,96,arch/96.png
Dev's Ass Mk.II,crubleigh,"a better picture of Dev's Ass, comissioned by dev",public,Arch,05/11/2020,97,arch/97.png
Curves Baby,crubleigh,yet another picture of devs ass (commissioned by dev),public,Arch,06/01/2020,98,arch/98.png
Hub maps,crubleigh,all the essential hubs,public,Arch,05/14/2020,99,arch/99.png
tartan,crubleigh,tiling tartan map loosely based of the tartan of clan maclaren,public,Arch,05/11/2020,100,arch/100.png
Dominos,crubleigh,double-nine's dominos set (55 maps),public,Arch,05/24/2020,101,arch/101.png
Che map,crubleigh,great communist man commissioned by nico,public,Arch,05/25/2020,102,arch/102.png
Weyland-Yutani,crubleigh,comissioned by Patu,public,Arch,05/25/2020,103,arch/103.png
Antifa,crubleigh,Antifa Logo commissioned by anarchist,public,Arch,05/31/2020,104,arch/104.png
Snake Eater,crubleigh,7x8 snake map (41 unique maps) largest publicly available map on mw,public,Arch,06/15/2020,105,arch/105.png
Militaires Sans Frontieres (MSF),crubleigh,MSF logos and color swaps,public,Arch,06/20/2020,106,arch/106.png
Frazetta's Death Dealer,crubleigh,comissioned by LucidObsidian (2x3),public,Arch,07/18/2020,107,arch/107.png
Wires,crubleigh,they be wires,public,Arch,N/A,108,arch/108.png
DB DB DB DB,crubleigh,"first DB map banner, and last banner to be up in old arch castle",public,Arch,N/A,109,arch/109.png
Wallpaper,crubleigh,Wallpapery pattern for walls,public,Arch,N/A,110,arch/110.png
『ＫＩＬＬＥＲ ＱＵＥＥＮ』has already touched this map,crubleigh,is this another fucking jojo reference,public,Arch,N/A,111,arch/111.png
Black and white,crubleigh,black and white pattern,public,Arch,N/A,112,arch/112.png
NUT,Forestaal + crubleigh,N/A,public,Arch,N/A,113,arch/113.png
Supreme patter,Highway + crubleigh,"was originally a small supreme logo on a white map done by highway, however another player decided to make a larger supreme logo after it was built. Not to see my clanmate outdone, and to hide the fact that the original box logo was not actually centered in the map, it was turned into a pattern map.",public,Arch,N/A,114,arch/114.png
hmm,crubleigh,hmm,public,Arch,N/A,115,arch/115.png
Alolan Exeggutor,crubleigh,"""linear"" tiling map (4 pieces) of tall pokemon over the ocean",public,Arch,N/A,116,arch/116.png
Maliwan pattern,crubleigh,elemental weapons n shit,public,Arch,N/A,117,arch/117.png
vladof pattern,crubleigh,INM logo,public,Arch,N/A,118,arch/118.png
IBM,crubleigh,INM logo,public,Arch,N/A,119,arch/119.png
Squared square,crubleigh,"a square, constructed entirely of squares each of a different size, explained here: http://www.squaring.net/sq/ss/spss/o24/spsso24.html",public,Arch,N/A,120,arch/120.png
Hearts,crubleigh,commission by gqpples,public,Arch,05/03/2020,121,arch/121.png
Geometric camo,crubleigh,4 color geometric camo pattern,public,Arch,N/A,122,arch/122.png
Bedrock,crubleigh,"Commissioned by Sanguine, partially staircased",public,Arch,N/A,123,arch/123.png
,,,,,,,
Jerreau will protect you from the furries,crubleigh,commission for Jerreau,public,Arch,N/A,126,arch/126.png
Hammer and sickle,crubleigh,Commission for colonel steglitz,public,Arch,N/A,127,arch/127.png
The black hand,crubleigh,Black hand insignia of the dark brotherhood,public,Arch,N/A,128,arch/128.png
Camo colors,crubleigh,eye burning tessellation in classic camo colors,public,Arch,N/A,129,arch/129.png
pavers,crubleigh,eye burning hexagonal pattern,public,Arch,N/A,130,arch/130.png
cmyk nightmare,crubleigh,the cyan and magenta are actually light blue and pink,public,Arch,N/A,131,arch/131.png
big gay,crubleigh,"rainbow map art, inspired by the quarter swastika (my very first map)",public,Arch,N/A,132,arch/132.png
Gubby's face,crubleigh,"The face of GubbyGub, comissioned by him.",public,Arch,N/A,133,arch/133.png
Sakura Dragon,DarkOakLover69,big dragon (2x4),private,Arch,N/A,134,arch/134.png
Bow_Ty king of arch,Bow_ty,bow_ty's first map,public,Arch,N/A,135,arch/135.png
DB bros freehand hour,"axel, highway, skizzim, crubleigh, anarchist",freehand pixel art with the lads on a shared plot,public,Arch,N/A,136,arch/136.png
Evie's Tits,crubleigh,"My first photo map, done entirely without litematica, total pain in the ass. Commissioned by MamaEvie",public,Arch,N/A,137,arch/137.png
Chess set,crubleigh,24 piece chess set (you may recognize the artwork as the same as the sun chess set) comissioned by Rubiks,public,Arch,07/28/2020,138,arch/138.png
LEDs,crubleigh,"My second spin map, also a tiling map",public,Arch,07/28/2020,139,arch/139.png
Emp hit coupon,crubleigh,Coupon inspired map,public,Arch,08/05/2020,140,arch/140.png
chainmail,crubleigh,"this map is built entirely out of stair blocks, thus ""staircased"" lol",public,Arch,08/16/2020,141,arch/141.png
Client Validation Error,crubleigh,2x1 staircased of everyone's favorite error screen,public,Arch,08/16/2020,142,arch/142.png
Manhole Covers,crubleigh,Manhole covers to put at spawn,public,Arch,08/19/2020,143,arch/143.png
Pool table,crubleigh,2x4 pool table map,public,Arch,08/23/2020,144,arch/144.png
flag,nobbi,2x2 flag,public,Arch,N/A,145,arch/145.png
asses,N/A,asses,public,Arch,N/A,146,arch/146.png
MMC,h4500x,2x1 letters for MMC clan,public,Arch,N/A,147,arch/147.png
TSD,h4500x,2x1 letters for TSD clan,public,Arch,N/A,148,arch/148.png
TSC,h4500x,2x1 letters for TSC clan,public,Arch,N/A,149,arch/149.png
Rona framed,h4500x,covid map with frame,public,Arch,N/A,150,arch/150.png
Jack sparrow,h4500x,2x2 commissioned by Hidan,public,Arch,N/A,151,arch/151.png
spiro the dragon,africa,spiro the dragon 2x2,public,Arch,N/A,152,arch/152.png
GIR,N/A,GIR from invader zim,public,Arch,N/A,153,arch/153.png
JFK,jfk,jfk's face,public,Arch,N/A,154,arch/154.png
Furyqwerty,FuryQwerty,Fury's face,public,Arch,N/A,155,arch/155.png
MLK,Vkna/cracksmoke,MLK portrait,public,Arch,N/A,156,arch/156.png
Suicide boy$,Vkna/cracksmoke,i think its a rap group or something,public,Arch,N/A,157,arch/157.png
Kiba with a child,Edward ekstrom?,looks like a dude with a child or something not really sure tbh,public,Arch,N/A,158,arch/158.png
Vader,N/A,vader wit da saber,public,Arch,N/A,159,arch/159.png
mew,3asymac,mew over an ocean,public,Arch,N/A,160,arch/160.png
ACDC,Skizzim,ACDC album,public,Arch,N/A,161,arch/161.png
cyan riders,N/A,a map for the RIDE clan,public,Arch,N/A,162,arch/162.png
4chan,Jake,4 chan logo,public,Arch,N/A,163,arch/163.png
Hang in there baby!,mari and greenie,poster of a cat hangin on a tree (1x2),public,Arch,N/A,164,arch/164.png
Fat troll face,N/A,u mad bro?,public,Arch,N/A,165,arch/165.png
Fairy Tail,ninaad,Fairytale symbol,public,Arch,N/A,166,arch/166.png
conk wins castle,Futanol,The crustiest map on arch holy god damn,public,Arch,N/A,167,arch/167.png
Yung blood,Ladybug and Jeoboogie,som bloke who looks like hes shitting his pants,public,Arch,N/A,168,arch/168.png
Muse,Ladybug and Jeoboogie,muse the band muse,public,Arch,N/A,169,arch/169.png
Lucky cat,Ladybug and Jeoboogie,3x3 of a thicc boy,public,Arch,N/A,170,arch/170.png
Landscape with rolling hills - Wassily Kandinsky,mari_sama,Abstract Art (1x2),public,Arch,08/23/2020,171,arch/171.png
Murnau View With Railway And Castle - Wassily Kandinsky,mari_sama,Abstract Art (1x2),public,Arch,08/23/2020,172,arch/172.png
Vermin Supreme 2020,crubleigh,1x2 poster for boot man (original image by Dev and commissioned by dev),public,Arch,08/27/2020,173,arch/173.png
Printer go brrrr,crubleigh,early windows themed printer spin map,public,Arch,08/30/2020,174,arch/174.png
Wittgenstein,mari_sama,The sexiest man alive (2x2),public,Arch,09/06/2020,175,arch/175.png
Murnau Landscape with Church -Wassily Kandinsky,mari_sama,Abstract Art (2x1),public,Arch,09/09/2020,176,arch/176.png
The Ludwigskirche in Munich -Wassily Kandinsky,mari_sama,Abstract Art (2x1),public,Arch,09/10/2020,177,arch/177.png
Neon Girl,NinjaLemon007,Commission by 187guigui (2x3 flat),private,Arch,09/12/2020,178,arch/178.png
Boenhoeffer,mari_sama,Portrait (2x2); private commission for a player,private,Arch,09/13/2020,179,arch/179.png
Skirt,NinjaLemon007,Commission by 187guigui (2x3 flat),private,Arch,09/25/2020,180,arch/180.png
penis privilege & edits,crubleigh,Commission by 187guigui (1x2 flat),private,Arch,09/26/2020,181,arch/181.png
Server Indicator arch,crubleigh & muncenbuncen,2x2 rastered indicator map for arch,public,Arch,10/01/2020,182,arch/182.png
Natsu,FiveFoot_Long,Natsu Dragneel from Fairy Tail,private,Arch,10/2020,183,arch/183.png
Wisp,NinjaLemon007,Commission by 187guigui (2x3 flat),private,Arch,09/2020,184,arch/184.png
Coffins (with and without cross),crubleigh,spooky tiling coffins map for optimal corpse packing,public,Arch,10/16/2020,185,arch/185.png
Star Wars,__roman_legend,star wars original prequals theme,public,Arch,10/18/2020,186,arch/186.png
Erza Scarlet,ninaad,Erza with a weird crop!,public,Arch,10/23/2020,187,arch/187.png
Birth of Venus,NinjaLemon007,Commission for Sanguine_ (5x3),public,Arch,10/18/2020,188,arch/188.png
Wisp booty,NinjaLemon007,Commission for gui (2x3),private,Arch,10/30/2020,189,arch/189.png
ghost wisp,Mockin_Jay,Commission for gui (2x2),private,Arch,10/31/2020,190,arch/190.png
Ivara,VHS3,"Commission for gui, using bayer dithering (1x2)",private,Arch,10/31/2020,191,arch/191.png
Hamskey,Legendofstarship,Commission by 187guigui (2x2 flat),private,Arch,10/09/2020,192,arch/192.png
Something,"vkna, Cracksmoke420",Castle scoreboard I found,public,Arch,2020,193,arch/193.png
Minewind Times,Y2K_x,Arch News!,public,Arch,2020,194,arch/194.png
Witches,NinjaLemon007,"4x5 Commission for Sanguine (Crow) of Witches' Sabbath by Goya, 1798.",public,Arch,11/18/2020,195,arch/195.png
Erza Scarlet,Cheetos_XD,3x4 Erza’s heaven’s wheel armour,private,Arch,11/19/2020,196,arch/196.png
YashaScanty,Yasha277,1x2 3D tile,public,Arch,12/10/2020,197,arch/197.png
YashaTola,Yasha277,3x4 3D tile,public,Arch,11/28/2020,198,arch/198.png
FairyMas,ninaad,6x5 Fairy Tail Christmas Party,public,Arch,12/10/2020,199,arch/199.png
Mob Psycho,ninaad,2x3 commission by mightymike1011,private,Arch,01/04/2021,200,arch/200.png
Mai from Avatar,mistystorm05,2by2 emo gf from avatar,public,Arch,N/A,201,arch/201.png
Chibi Weiying,ninaad,2x2 Very cute chibi picture of one of my favorite character!,public,Arch,01/28/2021,202,arch/202.png
Awesome Face,0rianel,1x1 Flat Map,public,Arch,N/A,203,arch/203.png
,,,,,,,
,,,,,,,
,,,,,,,
A2,Zenovis,3x2 Staircased of Yorha number A2 from Nier: Automata,private,Arch,04/26/2021,208,arch/208.png
The G Flower,Fred786,2x3 comission for 187guigui,private,Arch,04/23/2021,209,arch/209.png
Girl,Cyborron,best pfp,private,Arch,2021,210,arch/210.png
Juvia,ninaad,2x3 Juvia Lockser from Fairy Tail,public,Arch,05/16/2021,211,arch/211.png
Soul punching stare,legendofstarship,2x3 comission for 187guigui,private,Arch,05/10/2021,212,arch/212.png
Ghostie's Wolf,Faeyna,"4x3, Full Blocks, 2D | Commission for GhostieBby",private,Arch,06/10/2021,213,arch/213.png
Jermaine Lamarr Cole,GhostieBby,"Childish Major, a 2x2 commission for B3DL888",private,Arch,06/19/2021,214,arch/214.png
Mari's dog,Mockin_Jay,3x4 commission for mari_sama,private,Arch,07/09/2021,215,arch/215.png
N/A,(Azzukasenpai) isendpie,1x1 Anime Girl Licking Fingers After Eating Delicious Chicken Wings,public,Arch,N/A,216,arch/216.png
Secret Santa 2018,"Mari_sama, S1ssy_Sunsh1ne, Crubleigh, Deliah, Mockin_Jay, Vio_Duskar",1x2 Banner,public,Arch,N/A,217,arch/217.png
Monk,Mari_sama,"2x2 picture of a musician w/ cigarette, commission for a player",public,Arch,07/19/2021,218,arch/218.png
Tupac Amaru Shakur,Mari_sama,"2x3 picture of a musician, commission for a player",public,Arch,07/21/2021,219,arch/219.png
James Vickery,Mari_sama,"2x2 picture of a musician, commission for GhostieBby",public,Arch,07/22/2021,220,arch/220.png
Untitled,Akumagaka,"2x3 picture of a nude reptillian lady; player quit a long time ago, plot has been reset",public,Arch,N/A,221,arch/221.png
N/A,N/A,1x1 mapart of a wolf,public,Arch,N/A,222,arch/222.png
3rd Year Anniversary (2018-2021),mari_sama,"3x2 Last MW reunion of jeoboogie, lady_bug12, greenbelt8, mari_sama!",public,Arch,08/04/2021,223,arch/223.png
Bisexual,_Filip_Zhong & CyZ,1x1 Flat Wool Flag for the Bi,public,Arch,08/06/2021,224,arch/224.png
N/A,"Trippel, Trine, Tribinichen",2x1 mapart of old & mysterious TSC members; found randomly in ocean,private,Arch,05/10/2021,225,arch/225.png
Vindee Buns,YazRU,3x3 A hand grabbing pillows,private,Arch,01/26/2022,226,arch/226.png
Soviet Bear,YazRU,1x1 3D,public,Arch,2022,227,arch/227.png
Dull Skull,YazRU,1x1 3D,public,Arch,2022,228,arch/228.png
All Your Base Are Belong To Us,YazRU,Map to commemorate Windfeller,public,Arch,2022,229,arch/229.png
Putina (Banned image in Russia of Putin making him look like a gay clown.),YazRU,1x1 Flat Carpet,public,Arch,02/2022,230,arch/230.png
Aerodin#2875,Aerodin,1x1 Carpet,public,Arch,03/01/2022,231,arch/231.png
Bang.,Aerodin,2x2 Carpet,public,Arch,04/06/2022,232,arch/232.png
SadBoyz (SBZ - SadBoyz),Aerodin,1x1 Carpet (Super Clean Crubleigh style™),public,Arch,04/05/2022,233,arch/233.png
"TSC Roster - March 10th, 2022",Aerodin,1x1 Carpet,public,Arch,03/10/2022,234,arch/234.png
Moonchild,GhostieBby,4x5 carpet,public,Arch,03/14/2022,235,arch/235.png
Vault Boy,Aerodin,1x1,public,Arch,04/12/2022,236,arch/236.png
Glorious Godzilla,Aerodin,2x2,public,Arch,04/13/2022,237,arch/237.png
Mad Cat MKII,Aerodin,2x3 carpet,public,Arch,04/22/2022,238,arch/238.png
AVATAR ar-1 6/22 H152/8,Harbringer152,3x1,public,Arch,06/26/2022,239,arch/239.png
