name,artist,description,public_private,server,date,num,img
NIGOKI,Casko_EX,1x1 Asuka,Public,Aqua,N/A,47,aqua/47.png
Skelly boio,,1x1 Skelleton,Public,Aqua,N/A,48,aqua/48.png
Astolfo,,"1x1 Unfinished Fullblock, Part Flat Part Cased",Public,Aqua,N/A,49,aqua/49.png
White Void,Yeb/ESA members and a second one was made by Leesa01,1x1 White void,Public,Aqua,2,50,aqua/50.png
Gray Void,,1x1 Gray Flat,Public,Aqua,N/A,51,aqua/51.png
Blue Void,Leesa01,1x1 Blue void,Public,Aqua,2,52,aqua/52.png
Little Dick Energy,C7,1x1 Flat Carpet ,Public,Aqua,N/A,53,aqua/53.png
Miscommunication,Dwando (with some insane help from Crubleigh),1x1 Flat Carpet Optical Illusion,Public,Aqua,11/25/2021,54,aqua/54.png
Ode to Crow and Colt,Dwando,2x1 FullBlock Staircased Comissioned By Punl0rd,Public,Aqua,12/4/2021,55,aqua/55.png
Sky tree,Leesa01,"1x2, flat, another pic i stole off google, og artist is norma2d",Public,Aqua,Dec-21,56,aqua/56.png
Magenta Void,Creeper7Man (C7),"1x1, flat carpet color void",Public,Aqua,2,57,aqua/57.png
Blastoise,Leesa01,"1x1, flat, fullblock",Public,Aqua,May-22,58,aqua/58.png
cat,Leesa01,"1x1, flat, fullblock",Public,Aqua,Jun-22,59,aqua/59.png
