name,artist,description,public_private,server,date,num,img
Mikasa Scarf,Rocky_Start,It's Mikasa In Minecraft in the form of staircased map art,public,era,06/24/2021,51,era/51.png
megu,AdministratorSAO,"Explosion loli, 1x2 carpets",public,era,07/01/2021,52,era/52.png
Lumine,AdministratorSAO,hehe armpit,public,era,07/07/2021,53,era/53.png
tribute to Metallica,hellfire16,3x2 tribute to Metallica,public,era,07/11/2021,54,era/54.png
nekochan,LinuxLove,"my first mapart, made on gimp and layed without litematica, friends aproved and told i should make more.",public,era,2020,55,era/55.png
nekochan,LinuxLove / Cyborron,"my first mapart, made on gimp and layed without litematica, friends aproved and told i should make more.",public,era,2020,56,era/56.png
Overload_Cyborron x Linux,LinuxLove / Cyborron,"my first colab with cyb, i made the design and we layed it together",public,era,2020,57,era/57.png
Spirit,LinuxLove / Cyborron,from the movie spirited away,public,era,2020,58,era/58.png
mortal_kombat,Debt / Max / Grayden / LinuxLove,again all by hand.,public,era,2020,59,era/59.png
Brainlet_with_cheese69_Grayden,LinuxLove / cheese69 / Grayden,collaborative design and laying,public,era,2020,60,era/60.png
Map,LinuxLove / Grayden,quick map to give at spawn,public,era,N/A,61,era/61.png
lsd,LinuxLove,"Albert Hoffman lsd tab, to give at spawn",public,era,2020,62,era/62.png
lwd :3,LinuxLove,"Some random stuff i paste together, quite hectic",public,era,2020,63,era/63.png
Fox Chan,LinuxLove,another map to give at spawn,public,era,2020,64,era/64.png
Trip_by_LinuxLove,LinuxLove,"This make a pretty cool effect when you put a bunch on a wall, gave a million copies at spawn again",public,era,2020,65,era/65.png
Trip V2 _ by LinuxLove,LinuxLove,"This make a pretty cool effect when you put a bunch on a wall, gave a million copies at spawn again",public,era,2020,66,era/66.png
Link n°10,LinuxLove,"I had this idea to make limited edition maps, i changed the number (n°I, n°II etc) for each copy and made ten of them.",public,era,2020,67,era/67.png
society,LinuxLove,"Now i had made my flushable platform for carpet mapart, its black glass so i can skip black carpet all together. Some call them noob lines, i call them cool effect. the small dots are the dispensers.",public,era,2020,68,era/68.png
Map,LinuxLove,daft punk albums mashup,public,era,2020,69,era/69.png
Map,LinuxLove,Random access memories,public,era,2020,70,era/70.png
EVA01,LinuxLove,from evangelion,public,era,2020,71,era/71.png
Map,LinuxLove,I found a miles davis art i loved and had some fun with it. my favorite Public/Private: Public,public,era,2020,72,era/72.png
23,LinuxLove,"gift for 23i2ko, twisted version of one of her drawings",public,era,2020,73,era/73.png
Skull swamp,LinuxLove / Cyborron,N/A,public,era,2020,74,era/74.png
C,LinuxLove,My goal with this map was to make something recognizable asap. i dont remember the time it took me but it was less than 2mn.(maybe?i really dont remember),public,era,2020,75,era/75.png
Nyan_LinuxLove,LinuxLove,"1x1 Carpet GIF .My first map in ages, i decided to try this technique that i didnt knew about before.",public,era,07/08/2021,76,era/76.png
Map,LinuxLove,1x1 flat carpet spin map of an axolotl gigling,public,era,08/08/2021,77,era/77.png
2007 myspace art,LinuxLove,"1x1 flat carpet of some stuff i made in gimp and rebane, back and forth and back and forth",public,era,16/08/2021,78,era/78.png
Grimm's Hollow,LolimatorChestie,1x1 2D fullblock (Grimm's Hollow is a Free story based rpg on steam GET IT NOW IT'S REALLY GOOD : https://store.steampowered.com/app/1170880/Grimms_Hollow/),public,era,08/30/2021,79,era/79.png
dog hour,LinuxLove,1x1 flat carpet. Pixel art composition/recolorisation and fun stuff. It remind me of a movie but i cant remember the name,public,era,04/09/2021,80,era/80.png
